Title,Description,Link,Published Date,category,Website
Prada reveals its spacesuit for NASA's Artemis III mission,"Last October, Axiom Space and Prada partnered to create a new spacesuit for NASA&#39;s Artemis III mission — it&#39;s first crewed venture to the moon since Apollo 17 in 1972. One year later, the pair has revealed a first look at the Axiom Extravehicular Mobility Unit (AxEMU) spacesuit during Milan&#39;s International Astronautical Congress. The suit is white with red and gray accents that admittedly does look chicer than a typical spacesuit.&nbsp;
The pair claims the new spacesuit&#39;s design improves on flexibility, can manage an eight hour spacewalk and will sustain two hours of the lunar south pole&#39;s coldest temperatures. &quot;Prada’s design and product development team worked alongside Axiom Space engineers on customized material recommendations and features that would both protect astronauts against the unique challenges of the lunar environment and visually inspire future space exploration,&quot; the companies said in a joint statement.&nbsp;
The suit is almost finished, having undergone testing and simulations at Axiom Space, SpaceX and NASA facilities. It should enter a final review in 2025, following completion of the remaining evaluations. NASA initially planned to launch Artemis III in 2025 and pushed it to at least September 2026 early this year. The space agency originally awarded Axiom with the mission in 2022.&nbsp;This article originally appeared on Engadget at https://www.engadget.com/prada-reveals-its-spacesuit-for-nasas-artemis-iii-mission-123014149.html?src=rss",https://www.engadget.com/prada-reveals-its-spacesuit-for-nasas-artemis-iii-mission-123014149.html?src=rss,"Wed, 16 Oct 2024 12:30:14 +0000",Technology,www.engadget.com
How to stream via a VPN on Roku,"The Roku smart TV platform is an accessible way to watch your favorite streaming content in a centralized location – either built-in to TVs, or by adding affordable dongles or mini boxes, like the new-for-2024 Roku Ultra, to older televisions. (Look for an Engadget review of that model soon.) One big advantage of the Roku platform is that it's always getting free software updates to keep it current — like the cool new feature that turns your TV into a sort of virtual art museum by displaying famous paintings as a screensaver. However, Roku is less adept when it comes to solving one common frustration of the streaming age: The inability to access popular shows, movies and sporting events because of geographic restrictions.
Using a VPN is a common way to tackle this issue, but unlike Fire TV, Apple TV and other rivals, Roku systems don’t have native VPN support. But that’s not the end of the story: You can still use a VPN to access a wider range of programming via a Roku — you just need to use a workaround. We’ll show you how.
The benefits of using a VPN
When it comes to streaming, a VPN has one main benefit: changing your IP address — the unique number that identifies the general location of the device and network you're using to access the web. A VPN tunnels your connection through its servers to obfuscate your IP, making it seem like you’re watching from elsewhere. As a result, a service like Netflix will see your location as, say, the United Kingdom versus the US. You’ll then have access to a different set of programming. For example, you need Max to stream Friends, The Big Bang Theory or Rick and Morty in the US, but they're all available on Netflix in the UK.
VPNs have several other benefits related to privacy and security. VPN servers have military-grade AES 256-bit encryption, meaning they’re more secure than connecting to the Internet normally. So, since you’re browsing the Internet by tunneling through the VPN, your Internet service provider can’t see all of your browsing destinations (and sell your viewing habits to data brokers).
The easiest way to use a VPN on Roku
Although Roku doesn’t natively support VPNs, there are a few workarounds. You can, for instance, set up a VPN on your home’s router. That allows you to protect the whole network and every device that connects to it, keeping everyone in your household anonymous online. But it can also cause confusion when you want to access local services — and it requires a very high-level of technical knowledge, and only works with certain routers.
Instead, we recommend a far easier method: connecting a VPN to your Roku via AirPlay or screencast. To do this, subscribe to a VPN and install it on your smartphone or laptop. Then, stream content on that device and AirPlay or screencast it to your Roku TV. The icon to do this should look like a TV with Wi-Fi rays.
Engadget
We prefer this method because it’s simpler overall. You can access any geo-blocked content on your smartphone or laptop first and then cast it on your smart TV.
You can make sure your Roku model is AirPlay-compatible by checking this resource on Roku’s site. If it isn’t, you can always just directly patch your phone or laptop to the TV using an HDMI cable or an appropriate dongle.
Choosing the best VPN
While you'll be using a phone or laptop as the ultimate source for your VPN-routed streams, that actually gives you a wider list of services from which to choose. Although each VPN has the same basic functionalities, their price and extra features vary. Before deciding which one is right for your needs and the devices you have, take some time to look at what each one offers and see what other users have to say. Start by checking out our list of best VPNs — and happy streaming.
VPN options for other streaming platforms
Don't have a Roku? Good news: Robust VPN options (or alternatives) exist for the other major streaming platforms, too.
How to stream using a VPN on your Google TV or Chromecast
How to use a VPN on your Apple TV
How to use a VPN to stream with Fire TV (coming soon)
This article originally appeared on Engadget at https://www.engadget.com/cybersecurity/vpn/how-to-stream-via-a-vpn-on-roku-130009403.html?src=rss",https://www.engadget.com/cybersecurity/vpn/how-to-stream-via-a-vpn-on-roku-130009403.html?src=rss,"Wed, 16 Oct 2024 11:19:47 +0000",Daily News,www.engadget.com
The Morning After: Apple’s surprise iPad mini,"Apple just announced the seventh-gen iPad mini, three years after its sixth-gen model. It has a faster A17 Pro chip, originally found in the iPhone 15 Pro, which means it’ll be able to handle Apple’s incoming AI features — although it’s not Apple&#39;s most powerful mobile chip. There’s more RAM too.
Power aside, it has the same 8.3-inch screen as the previous model and an identical 2,266 x 1,488 resolution at 326 ppi. The refresh rate remains a modest 60Hz, in an era of 90Hz or higher. It’s not any bigger, wider or slimmer than its predecessor either.
It’s been a while since a new iPad mini, so we were overdue an update. However, this is a very mild update with no design changes. Also, while the size is smaller, no M-series chip. The new iPad mini arrives on October 23, starting at $499 for 128GB storage. It’ll arrive in blue, purple, starlight and space gray colors.
– Mat Smith
The biggest tech stories you missed
Creators getting paid to post on Threads don’t understand its algorithm either
The next entry-level Kindle just leaked 
Intel and AMD team up to stem the x86 bleeding
Get this delivered daily direct to your inbox. Subscribe right here!
Sonos’ $999 Arc Ultra is a powerhouse soundbar in a (relatively) small package
With the company’s new Sound Motion technology.
Sonos
Don’t mention the disastrous app. Sonos announced the Arc Ultra and Sub 4, with the former replacing the $899 Arc as the company’s flagship home theater product.​​ It’s the first Sonos soundbar to include its new Sound Motion technology, which apparently results in a much smaller product. The Arc Ultra can produce up to twice as much bass as its predecessor, according to Sonos. The new Sub 4 ($799) features more processing power, additional RAM, and a new Wi-Fi radio for improved connectivity. It’s also more efficient, with the company claiming an almost 50 percent reduction in idle power consumption. Both will go on sale October 29, so you can upgrade your sound system just before a Halloween movie marathon, I guess.
Continue reading.
DJI Air 3S drone review
A nearly faultless drone that can fly in low light.
Engadget
DJI’s dual-camera Air 3S drone has some cutting-edge tech in the nose: a LiDAR sensor to provide extra crash protection at night. The Air 3S also has a new main camera with a larger sensor better suited for capturing video in low light. And it now comes with the company’s ActiveTrack 360, which it first introduced in the Mini 4 Pro, allowing the device to zoom all around your subject while tracking and filming them. See how those features fare in our review. (Of course, there’s video too.)
Continue reading.
This article originally appeared on Engadget at https://www.engadget.com/general/the-morning-after-engadget-newsletter-111632292.html?src=rss",https://www.engadget.com/general/the-morning-after-engadget-newsletter-111632292.html?src=rss,"Wed, 16 Oct 2024 11:16:32 +0000",Daily News,www.engadget.com
The best fitness trackers for 2024,"Fitness trackers are a solid option if you really want to hone in on tracking, well, your fitness. Some of the best fitness trackers also include additional sensors to track things like stress, sleep and other health metrics. Sure, you could opt for the best smartwatch, but if you’re not interested in all of the extra features they offer, a fitness tracker might be a better (and more affordable) option. Accurate workout and activity tracking is what fitness trackers do best; most include a pedometer to track your steps throughout the day. They might not look as glamorous as an Apple Watch, but they do a particular job well. We’ve researched and tested a good selection of the most popular fitness trackers out there to help make your decision a little easier. 
What do fitness trackers do best? 
The answer seems simple: Fitness trackers are best at monitoring exercise, be it a 10-minute walk around the block or that half marathon you’ve been diligently training for. Obviously, smartwatches can help you reach your fitness goals too, but there are some areas where fitness bands have proven to be the best buy: focus, design, battery life, durability and price.  
When I say “focus,” I’m alluding to the fact that fitness trackers are made to track activity well; anything else is extra. They often don’t have the bells and whistles that smartwatches do, which could distract from their health tracking abilities. They also tend to have fewer sensors and internal components, which keeps them smaller and lighter. Fitness trackers are also a better option for those who just want a less conspicuous device on their wrists all day. 
Battery life tends to be better on fitness trackers, too. While most smartwatches last one to two days on a single charge, fitness bands offer between five and seven days of battery life — and that’s with all-day and all-night use even with sleep tracking features enabled 
When it comes to price point, there’s no competition. Most worthwhile smartwatches start at $175 to $200, but you can get a solid fitness tracker starting at $70. Yes, more expensive bands exist (and we recommend a few here), but you’ll find more options under $150 in the fitness tracker space than in the smartwatch space. 
When to get a smartwatch instead 
If you need a bit more from your wearable and don’t want to be limited to a fitness or activity tracker, a smartwatch may be the best buy for you. There are things like on-watch apps, alerts and even more robust fitness features that smartwatches have and the best fitness trackers don’t. You can use one to control smart home appliances, set timers and reminders, check weather reports and more. Some smartwatches let you choose which apps you want to receive alerts from, and the options go beyond just call and text notifications. Just make sure your smartwatch is compatible with your Android or iPhone, however, before purchasing, as not all of them work with both operating systems. 
But the extra fitness features are arguably the most important thing to think about when deciding between a fitness tracker and a smartwatch. The latter devices tend to be larger, giving them more space for things like GPS, barometers, onboard music storage and more. While you can find built-in GPS on select fitness trackers, it’s not common. 
Best fitness trackers 
  
  
  
  
Other fitness trackers we've tested 
Fitbit Inspire 3 
The Fitbit Inspire 3 strips out all the luxury features from the Charge 6 and keeps only the essential tracking features. You won’t get built-in GPS tracking or Fitbit Pay or Spotify control but you do get solid activity tracking, automatic workout detection, smartphone alerts and plenty more. The updated version has a sleeker design and includes a color touch display and connected GPS, the latter of which lets you track pace and distance while you run or bike outside while you have your phone with you. When compared to the Charge 6, the Inspire 3 is more fashionable, too. Its interchangeable bands let you switch up the look and feel of your tracker whenever you want, and it’s slim enough to blend in with other jewelry you might be wearing. We were also impressed by its multi-day battery life: Fitbit promises up to 10 days on a single charge, and that checked out for us. After four days of round-the-clock use, the Inspire 3 still had 66 percent battery left to go. 
Fitness tracker FAQs 
How long do fitness tracker batteries last? 
The battery life of fitness trackers can vary depending on the model and its features. On average, most fitness trackers last between five to seven days on a single charge. Basic models with limited features could stretch up to 10 days or more. However, more advanced trackers with features like continuous heart rate monitoring, GPS, or always-on displays may need recharging after one to three days. If you're using GPS or streaming music through your fitness tracker, you'll find that this drains the battery faster. By using these features less, or turning them off, you'll extend battery life.&nbsp;This article originally appeared on Engadget at https://www.engadget.com/wearables/best-fitness-trackers-133053484.html?src=rss",https://www.engadget.com/wearables/best-fitness-trackers-133053484.html?src=rss,"Wed, 16 Oct 2024 09:00:38 +0000",Daily News,www.engadget.com
The next entry-level Kindle leaked on a UK store,"John Lewis, a high-end department store chain in the UK, briefly listed a new Kindle that&#39;s not available from anybody else. It&#39;s the upcoming 12th-generation Kindle ereader that Amazon has yet to announce, though its information has leaked quite a few times before Lewis prematurely posted a listing for it. While that listing is no longer live, Good Ereader and The Verge were able to take screenshots and take note of the device&#39;s specs. Amazon called the 12th-gen basic Kindle the &quot;lightest and most compact&quot; one it has ever designed, with a 6-inch 300 ppi display and 16GB of storage, in the retailer&#39;s description.
Its front light is 25 percent brighter at max setting than previous versions, and it has a higher contrast ratio, but you still won&#39;t be able to turn the light cooler or warmer like you could on more expensive Kindles. The device will enable faster page turns than previous Kindles, though, and has a new dark mode feature that inverts the e-ink display&#39;s colors, according to The Verge. If you prefer listening to your books, you can fire up Audible on the new Kindle and connect your headphones or speakers to it via Bluetooth, as well.&nbsp;
In addition to the basic 12th-gen Kindle, John Lewis also posted the listing for its Kids Edition version. It&#39;s the same device, except it ships with a colorful case and comes with a free six-month subscription to Amazon Kids+. Previous Kids Edition Kindles came with a year-long free membership to the subscription service, but for this one, you&#39;d have to pay $6 a month for continued access to curated books, videos and games for children after half a year. As for the 12th-gen Kindle itself, the John Lewis listing said it will set you back £95 ($124) or around £10 more than the previous version. Meanwhile, the Kids Edition will cost you a bit more, as the retailer listed it for £115 ($150).This article originally appeared on Engadget at https://www.engadget.com/general/the-next-entry-level-kindle-leaked-on-a-uk-store-035240220.html?src=rss",https://www.engadget.com/general/the-next-entry-level-kindle-leaked-on-a-uk-store-035240220.html?src=rss,"Wed, 16 Oct 2024 03:52:40 +0000",Technology,www.engadget.com
The latest Freewrite device is a fancy mechanical keyboard built with writers in mind,"The Detroit-based company Astrohaus has been making its “distraction-free writing tools” under the Freewrite name for about a decade. So far, those have all been standalone, single-purpose devices meant simply for drafting text, but Astrohaus is branching out at CES 2025. The company just announced a mechanical keyboard called the Freewrite Wordrunner, a device designed specifically with writers in mind.
This comes more than three years after Astrohaus quietly revealed intentions to build a keyboard, originally known as the Maestro. But the company eventually pulled the plug on its planned 2022 launch, and I hadn’t heard anything about it since then — it seems that they’ve just been working away at it this whole time. CEO Adam Leeb said in a press release that the company had been iterating and developing it for almost four years.
Freewrite
Mechanical keyboards have largely become the domain of gamers; the company wanted to build a device for people who make their living writing instead. Without spending some quality time with it, I can’t say if they’ve hit that mark yet, but there are some fun ideas on display here.
The Wordrunner has a tenkeyless design that looks familiar at first glance, but you’ll quickly notice that the function row has been replaced by a custom set of keys that’ll make zipping around text documents faster. That includes find and replace, undo and redo, paragraph up and down as well as back, forward and reload keys. I’d be upset about losing media controls from the function row, but the Wordrunner has it covered with the bright red joystick / button. It moves in all four cardinal directions, can be turned like a knob and can also be pressed in vertically to skip tracks, change volume or pause your tunes.
Nathan Ingraham for Engadget
On the other side, you’ll find three customizable macro keys with the cutesy names “zap,” “pow” and “bam.” They’re programmable for anything you might want, but Astrohaus suggested using them to launch specific writing apps, converting text to title case or inserting the date. I don’t yet know what I’d use them for, but having customizable keys is a table-stakes feature for most enthusiast keyboards so I’m glad to see them here.
Probably the most visually striking thing about the Wordrunner are the two mechanical counters you’ll see up top. One is a timer you can use for writing sprints or just staying focused for a bit. More intriguing is the Wordometer dead-center at the top of the keyboard. It’ll track your words with its whopping eight-digit mechanical counter, and since it saves your word count as long as you want, you could try and max it out someday. Of course, you can also reset it at any time or pause it if you don’t want it to advance while you’re chatting with friends or sending emails.
Nathan Ingraham for Engadget
The mechanical keys are backlit and use Kailh switches; the keycaps are replaceable but the switches aren't. It also has some sound dampening built in so you can use it without subjecting everyone around to you overly loud key clacks (this may be a plus or minus depending on how you like your keyboards). As for connectivity, the Wordrunner uses Bluetooth or USB-C, and you can pair the keyboard with three different devices and quickly switch between them with dedicated hotkeys.
I got a chance to play with a prototype of the Wordrunner, and my first impressions was ""wow, this is heavy!"" It's a thick slab of polished aluminum that matches the finish of the premium Hemingway edition of the Smart Typewriter. Astrohaus founder / CEO Adam Leeb told me that the company was shooting to make this keyboard feel like a premium, limited edition with the finish even if they're planning for it to be part of the permanent portfolio.
Nathan Ingraham for Engadget
While I didn't get to try the Wordrunner hooked up to a computer, I still got to see the mechanical Wordometer turn over when I started typing. It's quite satisfying to see it count up as I wrote an imaginary story on it, and there's a small LED that's green when the counter is turned on and red when you turn it off. The keys and travel all felt great, and the joystick was similarly a lovely tactile experience — I'm looking forward to using it like a volume knob for media. Leeb says that this keyboard is still a prototype, but it feels quite polished and nearly final to me.&nbsp;
Finally, there’s the ever-present question of availability. Astrohaus is launching the Wordrunner on Kickstarter, as it has done with most of its other hardware over the last 10 years. The campaign should start in February with early bird pricing, but we don’t know what that price will be yet. Fortunately, there’s a pretty low-commitment way to get the best price if you’re curious. Astrohaus says you can place a $1 reservation for priority access and the best possible pricing, with plans to deliver the first batch of keyboards before the end of the year. That’s a long ways out, but a buck isn’t a bad investment if you’re interested.
Update, January 8 2024, 9:27PM ET: This article has been updated to include some hands-on impressions and photos of the Wordrunner.This article originally appeared on Engadget at https://www.engadget.com/computing/accessories/the-latest-freewrite-device-is-a-fancy-mechanical-keyboard-built-with-writers-in-mind-220005961.html?src=rss",https://www.engadget.com/computing/accessories/the-latest-freewrite-device-is-a-fancy-mechanical-keyboard-built-with-writers-in-mind-220005961.html?src=rss,"Thu, 09 Jan 2025 02:22:03 +0000",Sports,www.engadget.com
Faraday Future pitches a ‘fresh start’ with a minivan prototype at CES 2025,"At CES 2017, Faraday Future introduced its futuristic luxury EV, the FF 91. Seven years later, following repeated delays, bankruptcy, lawsuits and other controversies, the company has sold “15 or 16” FF 91s. Now the company is detailing its latest strategy shift, with a plan to sell cheap EVs under its new low-cost “FX” brand. FX CEO Max Ma came to CES, along with two prototype vehicles, to pitch the plan that he described as a “fresh start” for the embattled company.
As you might expect with Faraday, the exact details are somewhat hazy, but it involves sourcing parts from Chinese car-makers and bringing them to the US to produce “mass volume mainstream vehicles” with some of the premium touches Faraday is known for. “We want to take that $300,000-car expertise from a technology and features and performance [standpoint] into a $30,000, $40,000 car to try to upgrade the overall user experience,” Ma said during a briefing with Engadget. The first FX vehicle, the flagship product of the brand’s lineup, will be a minivan (or, as Ma referred to it, “an AI MPV"") called the ""Super One.""
Faraday showed off two prototype minivans to demonstrate the concept. We were not permitted to take photos but the vehicles in the photo at the top of this post are the ones I saw.
One was meant to show the kind of premium in-cabin experience Faraday is envisioning for the low-cost car. It had two rows of white leather captain seats. The second-row seats had reclining footrests, heated seats and built-in massagers. There was also a small fridge underneath the center console for keeping drinks cold. The vehicle was missing its door handles and several other pieces. “Obviously, we’ll have door handles,” a Faraday rep assured us.
The second minivan was even less finished. The entire interior, including the dashboard and instrument cluster, was covered in black fabric held together with binder clips. But a Faraday rep took me and other reporters for a ride in it, driving in small, slow circles around a Las Vegas parking lot. Later, Faraday offered to let me take the minivan for a spin and I — apparently the “first lady” to pilot the vehicle — also drove it in slow circles around the parking lot. I’m not sure what I was supposed to get out of it, though, it felt like driving a minivan.
There are two other vehicles planned for the initial FX lineup, the FX 5 and FX 6, which were previously announced by the company. Faraday is aiming for a $20,000 - $30,000 price for the FX 5 and $30,000 - $50,000 for the FX 6. There aren't many other details yet about either, though Faraday shared a teaser image of an FX 6 prototype, which it described as an ""extra-large luxury AIEV.""
Faraday Future
Faraday claims it will start producing one of its planned vehicles later this year, with the first ""pre-production"" model rolling off the production line by the end of 2025, according to a timeline shared by Ma. That’s a lofty promise considering the company’s past history of mismanagement and delays. Faraday Future CEO Matthias Aydt also acknowledged that the company has yet to finalize its partnerships with the companies that will supply its parts. He also didn’t address how tariffs may affect those plans.
Ma said he understood the skepticism. “Basically, this is a kind of fresh start. We really want to demonstrate that through our dedication of hard work, we can achieve what we promised.”This article originally appeared on Engadget at https://www.engadget.com/transportation/evs/faraday-future-pitches-a-fresh-start-with-a-minivan-prototype-at-ces-2025-010050459.html?src=rss",https://www.engadget.com/transportation/evs/faraday-future-pitches-a-fresh-start-with-a-minivan-prototype-at-ces-2025-010050459.html?src=rss,"Thu, 09 Jan 2025 01:14:20 +0000",Daily News,www.engadget.com
Motorbunny’s PlayMate lets your console (kinda) control your vibe,"The following article discusses adult themes.
There was a legend in my high school about turning your PlayStation 2 into an ersatz vibrator by creating a custom skate park in Tony Hawk’s Pro Skater 3. Build a circular grind rail, turn off the ability to fall, jump on it and your DualShock would launch into a never ending frenzy of haptic feedback. It’s an idea the team at Motorbunny is taking to its logical conclusion, adding a wireless controller for its eponymous ride on sex toy that can connect to a DualSense controller. Its pitch is that you’ll be able to combine getting your game on with getting off. And yes, I am ashamed for writing that sentence.
The company was at CES 2025 in Las Vegas, Nevada, showing off PlayMate, its wireless dongle that can control the beefy saddle-style toy. In its demo, the PlayMate was plugged into the USB-C port on the back of a DualSense controlling a PS5 playing Rocket League. Except there’s no way to pull the haptics data from the DualSense, or any other gaming handset, for that matter. Instead, it has a built-in gyroscope that will track how aggressively you pitch and tilt your controller, and uses that information to control the Motorbunny. This isn’t as good as the Tony Hawk plan from 2001, but will at least enable some folks to merge both of their hobbies at the same time.
PlayMate is one of a suite of products the company is releasing, including a series of less expensive vibes under the Fluffer label. This is a sub-brand designed to tie in the worlds of gaming and sex, with the app even having some arcade games that you can use to control your toys. In one demo, there was a Flappy Bird clone that would increase the intensity of the vibration the longer you were able to keep the bird in the air. Sadly the company wasn’t ready to share details of pricing and availability just yet, but said a whole host of products would be hitting the market in the following months.This article originally appeared on Engadget at https://www.engadget.com/gaming/motorbunnys-playmate-lets-your-console-kinda-control-your-vibe-233001475.html?src=rss",https://www.engadget.com/gaming/motorbunnys-playmate-lets-your-console-kinda-control-your-vibe-233001475.html?src=rss,"Wed, 08 Jan 2025 23:30:01 +0000",Technology,www.engadget.com
Threads and Instagram will recommend political content after all,"Meta is continuing to overhaul its moderation and content rules. Instagram head Adam Mosseri posted today that Instagram and Threads will start including political content in recommendations. It's a reversal from the policy the two platforms adopted last year, which made political content something users had to choose if they wanted to see. Now, Mosseri said that there will be three levels of political content that Instagram and Threads users can pick to see: less, standard (which will be the default) and more.
""It’s proven impractical to draw a red line around what is and is not political content,"" Mosseri wrote. The change will begin rolling out this week in the US and in the rest of the world over the coming weeks.
 
This announcement is the latest in a series of shifts Meta is making that seem like efforts to curry favor with President-elect Donald Trump. CEO Mark Zuckerberg said that the company would eliminate third-party fact-checkers in favor of a Community Notes model for Facebook, Instagram and Threads, mimicking the approach taken at X (formerly Twitter). Nick Clegg stepped down as Meta's president of global affairs to be replaced by Joel Kaplan, who is well-connected to Republicans in Washington DC.
Yesterday, Instagram was also discovered to have blocked several LGBTQ hashtags and treated them as ""sexually suggestive material"" for months. The company said this was an error.&nbsp;This article originally appeared on Engadget at https://www.engadget.com/social-media/threads-and-instagram-will-recommend-political-content-after-all-232343107.html?src=rss",https://www.engadget.com/social-media/threads-and-instagram-will-recommend-political-content-after-all-232343107.html?src=rss,"Wed, 08 Jan 2025 23:23:44 +0000",Technology,www.engadget.com
A holographic windshield from Hyundai Mobis is a big upgrade for in-car HUDs at CES 2025,"Automotive heads up displays (HUDs) have been around as far back as 1988, and while they’ve gotten brighter and more colorful over the years, even today’s most sophisticated implementations still feel a bit primitive. But after seeing what Hyundai Mobis (which makes auto parts for Hyundai, Kia and Genesis) is calling the world’s first full-windshield holographic display at CES 2025, it felt like I was looking at a major evolution in-car infotainment.
Unlike traditional reflective HUDs, Hyundai Mobis’ holographic windshield display (HWD) consists of two main components: a projector (or in this case multiple projectors) hidden beneath the dash and a special optical film with a carefully tuned wavelength sensitivity embedded inside the windshield itself. This combination allows the HWD to pump out brighter and more colorful images with much shallower viewing angles. Unless you’re sitting in the right spot, you may not even see the HUD at all.
Because of the HWD&#39;s narrow viewing angles, Hyundai Mobis set up a separate demo to better show what it looks like. When installed in a car, the HWD&#39;s small sweet spot means the passenger&#39;s displays is not visible from the driver&#39;s side and vice versa, which is good for eliminating distractions. Photo by Sam Rutherford/Engadget
On the Hyundai Mobis Kia EV9 demo vehicle, the HWD isn’t limited to just a small corner at the bottom of the windshield. Instead, it’s split up into three different zones that span the entire width of the car: two for the driver and one dedicated to the passenger. For the driver, the HWD can display basic stuff like the car’s speed, directions and more. But where things get interesting is when it shows holographic 3D maps that can adjust in real-time based on your position, adding an entirely new dimension to help you reach your destination.
For passengers, their dedicated section of the HWD can be used independently for checking vehicle information or simply watching a video or playing games. Critically, because of the limited viewing angles of Hyundai Mobis’ tech, the driver can’t see the passenger’s side of the HWD, so there’s no distraction risk. The whole system is rather impressive, because so much of the tech is hidden beneath the dashboard. The only evidence that this HWD is different from more traditional implementations is that if you look really closely at the windshield when it’s off, you can see a faint outline where the optical film is sandwiched between the glass.
After checking out Hyundai Mobis’ demo, I also got a chance to talk to one of the engineers behind the HWD, Dr. Minho Shin, who added additional context and insight about the tech. Through a translator, Dr. Shin told me that the company envisions its HWD as a way to augment the main display found in most modern cars, which will most likely serve as the main control center for manipulating what you see on the windshield. And for passengers, it’s possible they will be able to control what they see on their side of the HWD simply by casting content from their phones. Furthermore, the placement and size of the holographic display makes it easier for the driver to see and interact with helpful tools like real-time 3D maps compared to current tech. Dr. Shin even said that it’s possible to create a version of the HWD that would cover both the entire width and vertical height of the windshield, which seems like something straight out of every sci-fi or cyberpunk movie ever made. However, due to laws in many countries, that kind of functionality isn’t widely permitted.
A passenger-side view of Hyundai Mobis&#39; HWD. Notice how you can&#39;t see the two sections of the display on the driver&#39;s side of the car.  Photo by Sam Rutherford
Now it must be mentioned that at CES 2025, BMW demoed similar technology with its Panoramic iDrive system. The Bavarian automaker’s approach is arguably a bit further along, at least when it comes to being integrated into its existing infotainment system and its availability, which is slated to arrive on all new models by the end of 2025. However, when you look closer, it almost seems like BMW is cheating a bit by using a black film that goes along the bottom of the windshield instead of being completely transparent like with the HWD, which may give Hyundai Mobi’s tech significantly improved driver visibility and awareness.
While BMW’s panoramic HUD is slated to arrive first, Hyundai Mobis won’t be far behind as the company hopes to put its HWD into production by sometime in 2027.This article originally appeared on Engadget at https://www.engadget.com/transportation/a-holographic-windshield-from-hyundai-mobis-is-a-big-upgrade-for-in-car-huds-at-ces-2025-230050196.html?src=rss",https://www.engadget.com/transportation/a-holographic-windshield-from-hyundai-mobis-is-a-big-upgrade-for-in-car-huds-at-ces-2025-230050196.html?src=rss,"Wed, 08 Jan 2025 23:00:50 +0000",Technology,www.engadget.com
CES 2025: LG's Swiss-army-knife projector hides in plain sight,"Companies have been smashing together multiple gadgets into one product for a long time, and there are plenty of examples at CES 2025. However, LG&#39;s latest projector, the PF600U, which is a mash up of a projector, a lamp and a Bluetooth speaker may be one of the few compelling examples of the genre. If nothing else, the device could allow you to hide your A/V gear in plain sight within a floor lamp when you&#39;re not using it. LG intends for it to be tucked away in a living space, at the end of couch or behind an end table for example.
The PF600U isn&#39;t a great name, so I hope LG comes up with something better before this thing goes on sale. As a projector, the PF600U offers an LED FHD (1,920 x 1,080) image and 300 ANSI lumens of brightness. It doesn&#39;t produce the crispest views, but you can beam a picture up to 120 inches with it. I thought the results in LG&#39;s booth were perfectly useable for casual TV and movie watching, especially in a small apartment where space is at a premium.&nbsp;
I didn&#39;t get a chance to hear the PF600U&#39;s sound quality, but LG says the device has passive radiator speakers embedded inside. Like the picture quality, it&#39;s probably enough for low-key TV and music audio, but purists will certainly want something more robust. Again, it seems like the idea is saving space over producing pristine sound quality, so this was never for them anyway.
When it comes to the lamp features, there are nine dimmable color LEDs to set the mood. The top, where all of the tech resides, tilts so the ring or lights on the bottom can be projected on a wall or other surface. And as you might expect, the whole thing is controlled by webOS. Plus, there are buttons for positioning, changing modes, power and more on the top panel, encircled by the speaker&#39;s grille.&nbsp;
LG hasn&#39;t announced pricing or availability for the PF600U yet. Those details will likely come closer to launch day.&nbsp;
This article originally appeared on Engadget at https://www.engadget.com/home/home-theater/ces-2025-lgs-swiss-army-knife-projector-hides-in-plain-sight-225224199.html?src=rss",https://www.engadget.com/home/home-theater/ces-2025-lgs-swiss-army-knife-projector-hides-in-plain-sight-225224199.html?src=rss,"Wed, 08 Jan 2025 22:52:24 +0000",Technology,www.engadget.com
PUBG will get AI-powered NPCs,"PUBG: Battlegrounds will add non-player characters powered by NVIDIA ACE generative AI. These PUBG Allies are being dubbed Co-Playable Characters, and they can have real-time conversations with a player about what&#39;s happening in a match. They can also adapt their strategies and gameplay to work with the player&#39;s style. Krafton, the battle royale&#39;s publisher, demoed this technology at CES 2025.
&quot;We will continue to innovate user experiences by integrating CPC into our games and aim to establish it as a benchmark for the gaming industry,&quot; said Kangwook Lee, head of Krafton&#39;s deep learning division. Krafton will also publish upcoming life simulator inZOI, and had a CES demo of a CPC in that game as well.
NVIDIA introduced its generative AI tech, the Avatar Cloud Engine, during a keynote at Computex 2023. The ACE generative AI is also present in the multiplayer title Mecha BREAK, which appeared at Gamescom last year. The Krafton games are using on-device small language models built with NVIDIA ACE. The publisher did not specify in its press release when it will start rolling out CPCs.This article originally appeared on Engadget at https://www.engadget.com/gaming/pubg-will-get-ai-powered-npcs-220218057.html?src=rss",https://www.engadget.com/gaming/pubg-will-get-ai-powered-npcs-220218057.html?src=rss,"Wed, 08 Jan 2025 22:02:18 +0000",Sports,www.engadget.com
